Parcel,Plot,Common Name,Treatment,4yr_survival,FAM
SCG,SCG_TN3_GA3,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN3_GA3,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN3_GA3,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,White Pine,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Black Cherry,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Black Cherry,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Black Birch,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Black Birch,acre,0,Range Expansion
SCG,SCG_TN3_GA3,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN3_GA3,Red Spruce,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Black Cherry,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Black Cherry,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Black Birch,acre,0,Range Expansion
SCG,SCG_TN3_GA3,White Pine,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,White Pine,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN3_GA3,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN3_GA3,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN3_GA3,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,White Pine,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Black Birch,acre,0,Range Expansion
SCG,SCG_TN3_GA3,Black Birch,acre,0,Range Expansion
SCG,SCG_TN3_GA3,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Black Birch,acre,0,Range Expansion
SCG,SCG_TN3_GA3,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Black Birch,acre,0,Range Expansion
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Black Birch,acre,1,Range Expansion
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,White Pine,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,White Pine,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Black Birch,acre,0,Range Expansion
SCG,SCG_TN3_GA3,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN3_GA3,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,White Pine,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,White Pine,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Black Birch,acre,0,Range Expansion
SCG,SCG_TN3_GA3,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Red Oak,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Black Birch,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN3_GA3,White Pine,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,White Pine,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Black Birch,acre,0,Range Expansion
SCG,SCG_TN3_GA3,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Black Cherry,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Black Birch,acre,0,Range Expansion
SCG,SCG_TN3_GA3,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Black Birch,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,White Pine,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,White Pine,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,White Pine,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN3_GA3,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN3_GA3,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,White Pine,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN3_GA3,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Red Spruce,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Black Birch,acre,1,Range Expansion
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN3_GA3,White Pine,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,White Pine,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN3_GA3,Black Cherry,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,White Pine,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Black Birch,acre,0,Range Expansion
SCG,SCG_TN3_GA3,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,White Pine,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Red Spruce,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,White Pine,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN3_GA3,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Black Birch,acre,1,Range Expansion
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Black Birch,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,White Pine,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Black Birch,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Black Cherry,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN3_GA3,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,White Pine,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Red Spruce,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Red Oak,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN3_GA3,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Black Birch,acre,0,Range Expansion
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,White Pine,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Black Cherry,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN3_GA3,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN3_GA3,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN3_GA3,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN3_GA3,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN3_GQ2,Bitternut Hickory,quarter,0,Range Expansion
SCG,SCG_TN3_GQ2,Bigtooth Aspen,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Eastern Hemlock,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Black Cherry,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN3_GQ2,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Bigtooth Aspen,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Eastern Hemlock,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,Black Cherry,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Bitternut Hickory,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Black Birch,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Black Cherry,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,Bitternut Hickory,quarter,0,Range Expansion
SCG,SCG_TN3_GQ2,Bigtooth Aspen,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Black Birch,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Bigtooth Aspen,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Eastern Hemlock,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Eastern Hemlock,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,Bitternut Hickory,quarter,0,Range Expansion
SCG,SCG_TN3_GQ2,Black Cherry,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Red Spruce,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN3_GQ2,Black Birch,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Bitternut Hickory,quarter,0,Range Expansion
SCG,SCG_TN3_GQ2,Black Cherry,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Eastern Hemlock,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Red Spruce,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Eastern Hemlock,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Red Spruce,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Black Cherry,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Black Birch,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN3_GQ2,Bitternut Hickory,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN3_GQ2,Black Cherry,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Bigtooth Aspen,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Bitternut Hickory,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Black Cherry,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,Red Spruce,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Eastern Hemlock,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Black Birch,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Eastern Hemlock,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Bigtooth Aspen,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Bitternut Hickory,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,Bitternut Hickory,quarter,0,Range Expansion
SCG,SCG_TN3_GQ2,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,White Pine,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,Red Spruce,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Bitternut Hickory,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Red Spruce,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,Eastern Hemlock,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN3_GQ2,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Eastern Hemlock,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Black Cherry,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN3_GQ2,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Black Birch,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,Red Spruce,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,Red Spruce,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Bigtooth Aspen,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,White Pine,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Black Cherry,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Bitternut Hickory,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Red Spruce,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,Eastern Hemlock,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Black Birch,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Bitternut Hickory,quarter,0,Range Expansion
SCG,SCG_TN3_GQ2,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Black Cherry,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,Black Cherry,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Eastern Hemlock,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,Bigtooth Aspen,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,Red Spruce,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,Black Cherry,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,Black Birch,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Black Birch,quarter,0,Range Expansion
SCG,SCG_TN3_GQ2,Eastern Hemlock,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Eastern Hemlock,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,Red Spruce,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,Red Spruce,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN3_GQ2,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Red Oak,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN3_GQ2,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Bitternut Hickory,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN3_GQ2,Bigtooth Aspen,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Red Spruce,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,White Pine,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Bitternut Hickory,quarter,1,Range Expansion
SCG,SCG_TN3_GQ2,Eastern Hemlock,quarter,0,Population Enrichment
SCG,SCG_TN3_GQ2,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,B3F3 Chestnut,quarter,0,Range Expansion
SCG,SCG_TN3_GQ2,Eastern Hemlock,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Red Oak,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Red Spruce,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,White Pine,quarter,1,Population Enrichment
SCG,SCG_TN3_GQ2,Bitternut Hickory,quarter,0,Range Expansion
